user,brand,user_Truthful,user_FraudBuyNum,user_BrandPv,user_BrandFav,user_BrandCart,user_BrandBuy,user_CatePv,user_CateFav,user_CateCart,user_CateBuy,user_ReBuyNum,user_ReBuyTimeGap,user_TimesFromPvToBuy,user_TimesFromFavToBuy,user_TimesFromCartToBuy,user_OtherNumFromPvToBuy,user_OtherNumFromFavToBuy,user_OtherNumFromCartToBuy,user_OtherNumFromBuyToBuy,user_OtherTimesFromPvToBuy,user_OtherTimesFromFavToBuy,user_OtherTimesFromCartToBuy,user_OtherTimesFromBuyToBuy,user_BrandPvToBuyTime,user_BrandFavToBuyTime,user_BrandCartToBuyTime,user_CatePvToBuyTime,user_CateFavToBuyTime,user_CateCartToBuyTime,user_BrandViewTime,user_CateViewTime,user_ReBuyBrandViewTime,user_ReBuyCateViewTime,user_GiveTag
268616,353027,True,0,18,0,1,1,18,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,127.0,0.0,120.0,127.0,0.0,120.0,127.0,127.0,0,0,False,0
954396,365761,True,0,17,1,0,1,19,1,0,1,0,0,8,1,0,2,0,0,0,2,0,0,0,219.0,156.0,0.0,286.0,156.0,0.0,171.0,286.0,0,0,False,0
237948,139097,True,0,10,1,0,1,43,1,0,1,0,0,10,1,0,7,0,0,0,33,0,0,0,6539.0,6164.0,0.0,8121.0,6164.0,0.0,865.0,2027.0,0,0,False,0
346719,139097,True,0,8,1,0,1,17,2,0,1,0,0,7,1,0,2,1,0,0,3,1,0,0,111.0,112.0,0.0,253628.0,253601.0,0.0,112.0,140.0,0,0,False,0
258740,139097,True,0,11,0,1,2,11,0,1,2,1,48.0,8,0,1,0,0,0,0,0,0,0,0,141.0,0.0,113.0,141.0,0.0,113.0,141.0,141.0,43.0,43.0,False,0
651209,139097,True,0,8,0,1,2,16,0,1,2,1,62.0,3,0,1,5,0,0,0,8,0,0,0,101.0,0.0,14.0,1289396.0,0.0,14.0,101.0,323.0,55.0,55.0,False,1
449412,139097,True,0,28,1,0,1,102,2,0,1,0,0,19,1,0,12,1,0,0,67,1,0,0,660.0,285.0,0.0,690620.0,1376.0,0.0,639.0,2201.0,0,0,False,1
1129418,139097,True,0,4,1,0,1,7,1,0,1,0,0,2,1,0,2,0,0,0,3,0,0,0,116.0,106.0,0.0,1739838.0,106.0,0.0,116.0,116.0,0,0,False,1
784628,139097,True,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,9.0,0.0,15.0,9.0,0.0,15.0,15.0,15.0,0,0,False,0
394737,139097,True,0,5,1,0,1,9,2,0,1,0,0,4,1,0,1,1,0,0,3,1,0,0,93.0,20.0,0.0,305.0,274.0,0.0,93.0,305.0,0,0,False,0
623655,139097,True,0,13,0,1,1,16,0,1,1,0,0,10,0,1,3,0,0,0,3,0,0,0,354.0,0.0,347.0,1039061.0,0.0,347.0,354.0,354.0,0,0,False,1
523800,139097,True,0,22,0,1,1,36,0,1,1,0,0,14,0,1,4,0,0,0,14,0,0,0,1432.0,0.0,1146.0,1857.0,0.0,1146.0,450.0,966.0,0,0,False,0
846091,139097,True,0,11,1,0,1,13,1,0,1,0,0,9,1,0,2,0,0,0,2,0,0,0,371.0,368.0,0.0,13665.0,368.0,0.0,371.0,436.0,0,0,False,0
92952,139097,True,0,9,0,1,1,9,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,297.0,0.0,59.0,297.0,0.0,59.0,297.0,297.0,0,0,False,0
700414,141963,True,0,10,1,0,1,25,3,0,1,0,0,9,1,0,4,1,0,0,7,1,0,0,278.0,255.0,0.0,537.0,323.0,0.0,278.0,537.0,0,0,False,0
234971,60483,True,0,5,0,1,1,54,0,2,1,0,0,3,0,1,11,0,1,0,48,0,1,0,146.0,0.0,27.0,18072.0,0.0,500.0,146.0,1408.0,0,0,False,0
600883,43299,True,0,5,0,1,1,8,0,2,2,0,0,3,0,1,1,0,0,0,1,0,0,0,357.0,0.0,64.0,440.0,0.0,64.0,357.0,440.0,0,0,False,0
829548,197848,True,0,12,0,1,1,17,0,1,1,0,0,10,0,1,1,0,0,0,5,0,0,0,346.0,0.0,330.0,346.0,0.0,330.0,155.0,346.0,0,0,False,0
364549,250815,True,0,39,1,0,2,41,1,0,2,1,50782.0,21,1,0,1,0,0,0,1,0,0,0,4384.0,4065.0,0.0,4384.0,4065.0,0.0,935.0,968.0,684.0,817.0,False,0
1127779,79247,True,0,4,1,0,1,4,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,255.0,256.0,0.0,255.0,256.0,0.0,256.0,256.0,0,0,False,0
1069418,110205,True,0,5,0,1,1,11,0,1,1,0,0,2,0,1,5,0,0,0,6,0,0,0,50.0,0.0,53.0,164.0,0.0,53.0,53.0,164.0,0,0,False,0
578263,260723,True,0,2,0,1,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,24.0,0.0,12.0,24.0,0.0,12.0,24.0,24.0,0,0,False,0
860777,136484,True,0,7,0,1,1,7,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,307.0,0.0,257.0,307.0,0.0,257.0,307.0,307.0,0,0,False,0
